query,keywords,conditions,expect_company,expect_indicator,expect_time,description
2023年中信海直的归属母公司净利润-预测,"中信海直,000099.SZ,归属母公司净利润-预测,NET_PROFIT_PREDICT",2023,中信海直,归属母公司净利润-预测,2023,[prediction] 验证 归属母公司净利润-预测 (table)
深科技最近一年的归属母公司净利润-预测走势,"深科技,000021.SZ,归属母公司净利润-预测,NET_PROFIT_PREDICT",,深科技,归属母公司净利润-预测,1y,[prediction] 验证 归属母公司净利润-预测 (table)
截至2023年底中兴通讯的市净率-预测,"中兴通讯,000063.SZ,市净率-预测,PB_PREDICT","<=,2023",中兴通讯,市净率-预测,until_2023,[prediction] 验证 市净率-预测 (table)
中信海直最新的市净率-预测,"中信海直,000099.SZ,市净率-预测,PB_PREDICT","ORDER BY,LIMIT 1",中信海直,市净率-预测,latest,[prediction] 验证 市净率-预测 (table)
潍柴动力最新的市盈率-预测,"潍柴动力,000338.SZ,市盈率-预测,PE_PREDICT","ORDER BY,LIMIT 1",潍柴动力,市盈率-预测,latest,[prediction] 验证 市盈率-预测 (table)
2023年通程控股的市盈率-预测,"通程控股,000419.SZ,市盈率-预测,PE_PREDICT",2023,通程控股,市盈率-预测,2023,[prediction] 验证 市盈率-预测 (table)
深赛格的预测值标识是多少,"深赛格,000058.SZ,预测值标识,PREDICT_FLAG",,深赛格,预测值标识,10y,[prediction] 验证 预测值标识 (table)
深南电A最新的预测值标识,"深南电A,000037.SZ,预测值标识,PREDICT_FLAG","ORDER BY,LIMIT 1",深南电A,预测值标识,latest,[prediction] 验证 预测值标识 (table)
合百集团最新的市销率-预测,"合百集团,000417.SZ,市销率-预测,PS_PREDICT","ORDER BY,LIMIT 1",合百集团,市销率-预测,latest,[prediction] 验证 市销率-预测 (table)
国药一致最新的市销率-预测,"国药一致,000028.SZ,市销率-预测,PS_PREDICT","ORDER BY,LIMIT 1",国药一致,市销率-预测,latest,[prediction] 验证 市销率-预测 (table)
ST晨鸣最近一年的扣非后净利润增速-预测走势,"ST晨鸣,000488.SZ,扣非后净利润增速-预测,RECURRENT_NET_INCOME_GROWTH_RATE_PREDICT",,ST晨鸣,扣非后净利润增速-预测,1y,[prediction] 验证 扣非后净利润增速-预测 (table)
查一下中兴通讯的扣非后净利润增速-预测,"中兴通讯,000063.SZ,扣非后净利润增速-预测,RECURRENT_NET_INCOME_GROWTH_RATE_PREDICT",,中兴通讯,扣非后净利润增速-预测,10y,[prediction] 验证 扣非后净利润增速-预测 (table)
京粮控股最近一年的扣非后净利润-预测走势,"京粮控股,000505.SZ,扣非后净利润-预测,RECURRENT_NET_INCOME_PREDICT",,京粮控股,扣非后净利润-预测,1y,[prediction] 验证 扣非后净利润-预测 (table)
截至2023年底中国长城的扣非后净利润-预测,"中国长城,000066.SZ,扣非后净利润-预测,RECURRENT_NET_INCOME_PREDICT","<=,2023",中国长城,扣非后净利润-预测,until_2023,[prediction] 验证 扣非后净利润-预测 (table)
截至2023年底万科A的营业收入增速-预测,"万科A,000002.SZ,营业收入增速-预测,REVENUE_GROWTH_RATE_PREDICT","<=,2023",万科A,营业收入增速-预测,until_2023,[prediction] 验证 营业收入增速-预测 (table)
飞亚达的营业收入增速-预测是多少,"飞亚达,000026.SZ,营业收入增速-预测,REVENUE_GROWTH_RATE_PREDICT",,飞亚达,营业收入增速-预测,10y,[prediction] 验证 营业收入增速-预测 (table)
盐田港最新的营业收入-预测,"盐田港,000088.SZ,营业收入-预测,REVENUE_PREDICT","ORDER BY,LIMIT 1",盐田港,营业收入-预测,latest,[prediction] 验证 营业收入-预测 (table)
2023年中成股份的营业收入-预测,"中成股份,000151.SZ,营业收入-预测,REVENUE_PREDICT",2023,中成股份,营业收入-预测,2023,[prediction] 验证 营业收入-预测 (table)
云鼎科技最新的平均总资产收益率-预测,"云鼎科技,000409.SZ,平均总资产收益率-预测,ROAA_PREDICT","ORDER BY,LIMIT 1",云鼎科技,平均总资产收益率-预测,latest,[prediction] 验证 平均总资产收益率-预测 (table)
深粮控股最新的平均总资产收益率-预测,"深粮控股,000019.SZ,平均总资产收益率-预测,ROAA_PREDICT","ORDER BY,LIMIT 1",深粮控股,平均总资产收益率-预测,latest,[prediction] 验证 平均总资产收益率-预测 (table)
徐工机械最近一年的平均净资产收益率-预测走势,"徐工机械,000425.SZ,平均净资产收益率-预测,ROAE_PREDICT",,徐工机械,平均净资产收益率-预测,1y,[prediction] 验证 平均净资产收益率-预测 (table)
藏格矿业的平均净资产收益率-预测是多少,"藏格矿业,000408.SZ,平均净资产收益率-预测,ROAE_PREDICT",,藏格矿业,平均净资产收益率-预测,10y,[prediction] 验证 平均净资产收益率-预测 (table)
2023年德赛电池的毛利率,"德赛电池,000049.SZ,毛利率,GROSS_PROFIT_MARGIN",2023,德赛电池,毛利率,2023,[main_business] 验证 毛利率 (bar)
深物业A的毛利率是多少,"深物业A,000011.SZ,毛利率,GROSS_PROFIT_MARGIN",,深物业A,毛利率,5y,[main_business] 验证 毛利率 (bar)
2023年吉林化纤的毛利率增长率,"吉林化纤,000420.SZ,毛利率增长率,INC_PROFIT_MARGIN",2023,吉林化纤,毛利率增长率,2023,[main_business] 验证 毛利率增长率 (bar)
深物业A最新的毛利率增长率,"深物业A,000011.SZ,毛利率增长率,INC_PROFIT_MARGIN","ORDER BY,LIMIT 1",深物业A,毛利率增长率,latest,[main_business] 验证 毛利率增长率 (bar)
神州数码最近一年的主营业务成本同比增长率走势,"神州数码,000034.SZ,主营业务成本同比增长率,INC_SEGMENT_COST",,神州数码,主营业务成本同比增长率,1y,[main_business] 验证 主营业务成本同比增长率 (bar)
合百集团最新的主营业务成本同比增长率,"合百集团,000417.SZ,主营业务成本同比增长率,INC_SEGMENT_COST","ORDER BY,LIMIT 1",合百集团,主营业务成本同比增长率,latest,[main_business] 验证 主营业务成本同比增长率 (bar)
2023年珠海港的主营业务利润同比增长率,"珠海港,000507.SZ,主营业务利润同比增长率,INC_SEGMENT_PROFIT",2023,珠海港,主营业务利润同比增长率,2023,[main_business] 验证 主营业务利润同比增长率 (bar)
查一下徐工机械的主营业务利润同比增长率,"徐工机械,000425.SZ,主营业务利润同比增长率,INC_SEGMENT_PROFIT",,徐工机械,主营业务利润同比增长率,5y,[main_business] 验证 主营业务利润同比增长率 (bar)
2023年中国宝安的主营业务收入同比增长率,"中国宝安,000009.SZ,主营业务收入同比增长率,INC_SEGMENT_SALES",2023,中国宝安,主营业务收入同比增长率,2023,[main_business] 验证 主营业务收入同比增长率 (bar)
2023年金隅冀东的主营业务收入同比增长率,"金隅冀东,000401.SZ,主营业务收入同比增长率,INC_SEGMENT_SALES",2023,金隅冀东,主营业务收入同比增长率,2023,[main_business] 验证 主营业务收入同比增长率 (bar)
深圳华强最近一年的是否公布值走势,"深圳华强,000062.SZ,是否公布值,IS_PUBLISHED_VALUE",,深圳华强,是否公布值,1y,[main_business] 验证 是否公布值 (bar)
截至2023年底华锦股份的是否公布值,"华锦股份,000059.SZ,是否公布值,IS_PUBLISHED_VALUE","<=,2023",华锦股份,是否公布值,until_2023,[main_business] 验证 是否公布值 (bar)
华数传媒最新的主营业务成本占比,"华数传媒,000156.SZ,主营业务成本占比,PCT_SEGMENT_COST","ORDER BY,LIMIT 1",华数传媒,主营业务成本占比,latest,[main_business] 验证 主营业务成本占比 (bar)
渤海租赁的主营业务成本占比是多少,"渤海租赁,000415.SZ,主营业务成本占比,PCT_SEGMENT_COST",,渤海租赁,主营业务成本占比,5y,[main_business] 验证 主营业务成本占比 (bar)
2023年国际实业的主营业务利润占比,"国际实业,000159.SZ,主营业务利润占比,PCT_SEGMENT_PROFIT",2023,国际实业,主营业务利润占比,2023,[main_business] 验证 主营业务利润占比 (bar)
2023年兴业银锡的主营业务利润占比,"兴业银锡,000426.SZ,主营业务利润占比,PCT_SEGMENT_PROFIT",2023,兴业银锡,主营业务利润占比,2023,[main_business] 验证 主营业务利润占比 (bar)
TCL科技最近一年的主营业务收入占比走势,"TCL科技,000100.SZ,主营业务收入占比,PCT_SEGMENT_SALES",,TCL科技,主营业务收入占比,1y,[main_business] 验证 主营业务收入占比 (bar)
川能动力最新的主营业务收入占比,"川能动力,000155.SZ,主营业务收入占比,PCT_SEGMENT_SALES","ORDER BY,LIMIT 1",川能动力,主营业务收入占比,latest,[main_business] 验证 主营业务收入占比 (bar)
查一下珠海港的报告期类型,"珠海港,000507.SZ,报告期类型,REPORT_TYPE",,珠海港,报告期类型,5y,[main_business] 验证 报告期类型 (bar)
截至2023年底国际医学的报告期类型,"国际医学,000516.SZ,报告期类型,REPORT_TYPE","<=,2023",国际医学,报告期类型,until_2023,[main_business] 验证 报告期类型 (bar)
中国宝安最近一年的主营业务成本走势,"中国宝安,000009.SZ,主营业务成本,S_SEGMENT_COST",,中国宝安,主营业务成本,1y,[main_business] 验证 主营业务成本 (bar)
查一下南京公用的主营业务成本,"南京公用,000421.SZ,主营业务成本,S_SEGMENT_COST",,南京公用,主营业务成本,5y,[main_business] 验证 主营业务成本 (bar)
广聚能源最新的主营业务项目,"广聚能源,000096.SZ,主营业务项目,S_SEGMENT_ITEM","ORDER BY,LIMIT 1",广聚能源,主营业务项目,latest,[main_business] 验证 主营业务项目 (bar)
2023年深圳机场的主营业务项目,"深圳机场,000089.SZ,主营业务项目,S_SEGMENT_ITEM",2023,深圳机场,主营业务项目,2023,[main_business] 验证 主营业务项目 (bar)
新金路最新的主营业务利润,"新金路,000510.SZ,主营业务利润,S_SEGMENT_PROFIT","ORDER BY,LIMIT 1",新金路,主营业务利润,latest,[main_business] 验证 主营业务利润 (bar)
平安银行最近一年的主营业务利润走势,"平安银行,000001.SZ,主营业务利润,S_SEGMENT_PROFIT",,平安银行,主营业务利润,1y,[main_business] 验证 主营业务利润 (bar)
深圳华强的主营业务收入是多少,"深圳华强,000062.SZ,主营业务收入,S_SEGMENT_SALES",,深圳华强,主营业务收入,5y,[main_business] 验证 主营业务收入 (bar)
2023年合百集团的主营业务收入,"合百集团,000417.SZ,主营业务收入,S_SEGMENT_SALES",2023,合百集团,主营业务收入,2023,[main_business] 验证 主营业务收入 (bar)
